Il,Ilce,Urun Adi,Verim (Kg/Dekar),Ortalama Sicaklik,Maksimal Sicaklik,Minimal Sicaklik,Ortalama Bagil Nem,Yagis Miktari,Yagisli Gun Sayisi,Guneslenme Saati,Atmosfer Basinci,Rakim
SINOP,DURAGAN,Celtik,   826,11.47,16.71,6.63,70.67,48.67,7.08,7.92,98.426,238.0
SINOP,GERZE,Celtik,   734,11.21,15.82,6.7,75.83,67.92,8.08,7.98,100.844,39.0
SINOP,SARAYDUZU,Celtik,   780,10.73,15.91,5.88,66.0,64.83,7.67,8.03,96.313,416.0
TEKIRDAG,HAYRABOLU,Celtik,   826,14.43,19.59,9.36,67.5,56.25,5.42,8.38,100.574,61.0
TEKIRDAG,MALKARA,Celtik,   780,14.58,18.44,10.04,67.42,57.83,5.67,8.37,98.282,250.0
TEKIRDAG,SARKOY,Celtik,   826,14.52,17.87,11.29,71.08,51.42,5.0,8.21,101.177,12.0
TOKAT,ERBAA,Celtik,   597,11.65,16.76,7.08,73.58,83.75,9.33,6.93,98.27,251.0
TOKAT,NIKSAR,Celtik,   624,11.01,16.26,6.3,72.92,73.17,8.83,7.01,96.796,375.0
SANLIURFA,HILVAN,Celtik,   459,16.88,22.93,10.66,50.58,50.58,4.67,9.87,94.279,591.0
SANLIURFA,SIVEREK,Celtik,   459,15.37,21.1,9.11,48.25,51.42,4.58,9.78,92.109,782.0
KIRIKKALE,KARAKECILI,Celtik,   734,12.3,17.93,6.52,51.5,31.08,4.33,9.55,91.593,828.0
KIRIKKALE,KESKIN,Celtik,   687,11.66,17.27,5.89,51.92,33.5,4.75,9.45,88.174,1140.0
KIRIKKALE,SULAKYURT,Celtik,   687,11.9,17.87,6.06,54.08,37.0,5.08,9.53,91.571,830.0
IGDIR,ARALIK,Celtik,   826,13.13,18.34,8.17,55.83,102.83,10.67,9.48,91.727,816.0
KARABUK,MERKEZ,Celtik,   780,10.47,15.76,5.19,73.67,87.33,8.92,7.34,98.175,259.0
OSMANIYE,KADIRLI,Celtik,   650,16.8,22.73,11.42,63.67,61.33,5.75,8.97,100.317,82.0
DUZCE,MERKEZ,Celtik,   551,11.65,16.57,6.78,80.08,95.5,9.42,7.23,99.537,146.0
DUZCE,CILIMLI,Celtik,   643,12.16,16.57,7.67,79.83,93.08,8.42,7.75,98.932,196.0
ADANA,SAIMBEYLI,Cavdar (Dane),   200,9.67,14.81,4.37,62.17,63.0,5.92,8.55,89.147,1050.0
ADIYAMAN,SINCIK,Cavdar (Dane),   220,13.53,18.64,7.74,51.67,73.08,6.17,9.24,86.039,1341.0
AGRI,MERKEZ,Cavdar (Dane),   200,7.55,13.79,1.32,62.83,50.83,7.42,8.98,82.928,1643.0
AGRI,DIYADIN,Cavdar (Dane),   300,5.26,11.12,-0.64,64.5,65.0,8.75,8.72,80.183,1919.0
AGRI,DOGUBAYAZIT,Cavdar (Dane),   250,8.22,13.83,2.41,57.42,41.0,7.0,9.12,83.364,1600.0
AGRI,ELESKIRT,Cavdar (Dane),   280,5.71,11.43,0.14,62.42,71.83,8.83,8.77,81.285,1807.0
AGRI,HAMUR,Cavdar (Dane),   340,6.62,12.9,0.25,59.42,43.83,6.5,9.21,82.423,1693.0
AGRI,PATNOS,Cavdar (Dane),   200,8.04,14.15,1.31,59.92,51.42,6.75,9.39,83.008,1635.0
AGRI,TASLICAY,Cavdar (Dane),   200,6.13,11.74,0.58,65.17,87.0,10.25,8.66,81.842,1751.0
AGRI,TUTAK,Cavdar (Dane),   200,7.53,13.84,0.9,55.83,40.08,6.17,9.35,83.72,1565.0
AMASYA,MERKEZ,Cavdar (Dane),   300,11.52,16.85,6.73,66.67,45.67,6.0,7.63,96.56,395.0
AMASYA,GUMUSHACIKOY,Cavdar (Dane),   300,9.01,14.49,4.03,69.58,60.67,7.33,7.81,91.828,807.0
AMASYA,MERZIFON,Cavdar (Dane),   250,10.11,15.67,5.19,71.33,52.67,6.58,7.66,92.717,728.0
AMASYA,TASOVA,Cavdar (Dane),   185,11.5,16.38,6.99,76.75,80.58,9.17,7.22,98.462,235.0
ANKARA,CANKAYA,Cavdar (Dane),   280,11.45,17.07,5.9,55.08,37.58,4.92,9.22,90.892,891.0
ANKARA,GOLBASI,Cavdar (Dane),   200,11.27,16.88,5.68,54.25,38.83,5.33,9.32,89.791,991.0
ANKARA,YENIMAHALLE,Cavdar (Dane),   300,11.69,17.53,5.75,55.33,37.58,4.92,9.22,91.092,873.0
ANKARA,AYAS,Cavdar (Dane),   250,11.41,17.59,5.02,54.92,35.5,5.0,9.3,90.726,906.0
ANKARA,BALA,Cavdar (Dane),   275,11.41,17.03,5.73,53.0,40.58,5.58,9.48,86.365,1310.0
ANKARA,ELMADAG,Cavdar (Dane),   160,10.82,16.33,5.31,55.17,45.67,5.83,9.18,87.734,1181.0
ANKARA,EVREN,Cavdar (Dane),   350,12.25,17.64,6.52,52.75,32.33,4.58,9.61,90.781,901.0
ANKARA,HAYMANA,Cavdar (Dane),   285,11.06,16.85,5.21,51.83,35.83,5.08,9.42,86.85,1264.0
ANKARA,NALLIHAN,Cavdar (Dane),   270,11.88,17.31,6.73,60.5,44.92,6.5,8.3,93.832,630.0
ANKARA,POLATLI,Cavdar (Dane),   255,12.08,18.15,5.95,52.08,31.67,4.42,9.45,91.348,850.0
ANKARA,SEREFLIKOCHISAR,Cavdar (Dane),   300,13.27,17.81,8.59,55.92,29.25,4.33,9.55,89.966,975.0
ANTALYA,GAZIPASA,Cavdar (Dane),   220,18.07,21.33,14.33,69.0,67.67,5.0,9.81,101.103,18.0
ANTALYA,KAS,Cavdar (Dane),   190,11.41,16.52,6.27,56.25,51.5,5.17,8.76,100.832,40.0
ANTALYA,KORKUTELI,Cavdar (Dane),   200,12.21,17.97,5.89,60.0,74.25,7.08,9.08,89.725,997.0
ANTALYA,MANAVGAT,Cavdar (Dane),   300,18.67,22.94,14.32,63.92,80.08,4.83,9.99,101.251,6.0
ARTVIN,YUSUFELI,Cavdar (Dane),   200,6.85,11.25,2.72,72.5,88.33,11.17,6.95,92.57,741.0
AYDIN,BOZDOGAN,Cavdar (Dane),   130,14.58,19.93,8.65,53.0,48.17,4.58,9.73,97.959,277.0
AYDIN,CINE,Cavdar (Dane),   140,15.15,20.73,9.28,56.75,68.92,5.33,9.55,100.317,82.0
AYDIN,KARACASU,Cavdar (Dane),   125,14.67,19.97,8.97,53.67,48.75,4.75,9.58,94.176,600.0
AYDIN,KARPUZLU,Cavdar (Dane),   200,15.89,21.53,10.12,59.17,70.5,5.58,9.48,100.195,92.0
AYDIN,KOCARLI,Cavdar (Dane),   320,17.91,23.59,12.23,57.42,63.33,4.58,9.68,100.586,60.0
AYDIN,KUYUCAK,Cavdar (Dane),   350,17.45,22.71,11.81,52.0,49.67,4.92,9.4,99.101,182.0
AYDIN,NAZILLI,Cavdar (Dane),   250,17.83,23.11,12.08,52.08,51.67,4.83,9.5,100.537,64.0
AYDIN,SOKE,Cavdar (Dane),   200,18.17,23.13,13.29,63.5,65.75,4.83,9.62,100.906,34.0
AYDIN,SULTANHISAR,Cavdar (Dane),   200,16.99,22.39,11.13,52.92,51.67,4.83,9.5,100.133,97.0
AYDIN,YENIPAZAR,Cavdar (Dane),   100,17.57,23.04,11.44,51.92,48.17,4.58,9.73,100.611,58.0
BALIKESIR,AYVALIK,Cavdar (Dane),   200,16.9,19.49,14.28,67.17,71.5,4.83,9.67,101.017,25.0
BALIKESIR,BALYA,Cavdar (Dane),   230,13.77,18.69,9.12,69.83,63.08,6.42,7.58,98.342,245.0
BALIKESIR,BANDIRMA,Cavdar (Dane),   200,15.31,19.27,11.5,71.5,57.92,6.25,7.9,101.078,20.0
BALIKESIR,BIGADIC,Cavdar (Dane),   300,14.14,19.79,8.57,66.67,45.75,5.5,8.31,99.258,169.0
BALIKESIR,DURSUNBEY,Cavdar (Dane),   250,12.39,17.9,7.05,68.75,57.58,6.33,8.33,93.695,642.0
BALIKESIR,ERDEK,Cavdar (Dane),   300,15.17,19.25,11.18,70.0,55.0,5.92,8.31,99.125,180.0
BALIKESIR,GOMEC,Cavdar (Dane),   300,16.48,19.66,13.37,66.83,87.42,5.25,9.35,101.14,15.0
BALIKESIR,GONEN,Cavdar (Dane),   275,14.53,19.27,9.83,69.75,60.17,6.17,7.83,100.82,41.0
BALIKESIR,HAVRAN,Cavdar (Dane),   185,14.67,19.37,10.28,68.08,68.67,5.42,8.78,100.881,36.0
BALIKESIR,IVRINDI,Cavdar (Dane),   275,13.59,18.56,8.94,69.58,52.33,5.33,7.9,99.004,190.0
BALIKESIR,KEPSUT,Cavdar (Dane),   220,14.11,19.41,8.82,68.58,53.92,5.83,8.1,100.402,75.0
BALIKESIR,SAVASTEPE,Cavdar (Dane),   330,13.27,18.52,8.38,67.08,45.92,5.0,7.92,97.84,287.0
BALIKESIR,SINDIRGI,Cavdar (Dane),   320,12.76,18.57,7.04,66.33,55.92,5.83,8.57,98.522,230.0
BALIKESIR,SUSURLUK,Cavdar (Dane),   300,13.74,18.71,8.9,69.0,52.67,5.75,8.19,100.55,63.0
BILECIK,MERKEZ,Cavdar (Dane),   200,11.93,17.57,6.48,68.0,47.42,6.33,7.93,91.281,856.0
BILECIK,BOZUYUK,Cavdar (Dane),   250,10.66,16.29,5.28,67.33,57.42,7.17,8.13,92.525,745.0
BILECIK,GOLPAZARI,Cavdar (Dane),   250,11.71,17.27,6.58,68.08,53.83,6.92,7.7,93.992,616.0
BILECIK,INHISAR,Cavdar (Dane),   300,12.42,18.03,7.12,66.5,45.17,6.33,7.92,91.281,856.0
BILECIK,OSMANELI,Cavdar (Dane),   190,13.57,18.82,8.67,69.83,47.42,6.33,7.93,100.072,102.0
BILECIK,PAZARYERI,Cavdar (Dane),   255,10.55,16.13,5.19,67.5,57.42,7.17,8.13,91.795,810.0
BILECIK,SOGUT,Cavdar (Dane),   300,11.48,17.34,5.93,66.33,52.75,6.83,8.02,93.136,691.0
BILECIK,YENIPAZAR,Cavdar (Dane),   250,10.99,16.54,5.82,67.08,53.17,7.0,7.77,93.981,617.0
BINGOL,MERKEZ,Cavdar (Dane),   192,10.35,15.77,4.08,57.42,84.25,6.5,8.91,88.271,1131.0
BITLIS,ADILCEVAZ,Cavdar (Dane),   160,9.12,12.19,5.82,60.83,50.0,6.83,9.16,82.605,1675.0
BITLIS,AHLAT,Cavdar (Dane),   170,8.94,12.91,4.52,61.0,51.75,6.58,9.13,82.283,1707.0
BOLU,DORTDIVAN,Cavdar (Dane),   200,8.09,13.17,3.4,73.08,79.92,9.08,7.43,87.895,1166.0
BURDUR,MERKEZ,Cavdar (Dane),   240,12.18,17.07,7.48,61.83,49.42,5.5,8.76,90.23,951.0
BURDUR,ALTINYAYLA,Cavdar (Dane),   175,11.14,16.36,6.14,57.0,49.25,5.67,9.1,87.307,1221.0
BURDUR,CAVDIR,Cavdar (Dane),   200,12.5,18.12,7.17,51.75,31.42,4.42,9.28,88.995,1064.0
BURDUR,CELTIKCI,Cavdar (Dane),   200,11.81,17.46,5.89,61.25,75.83,6.42,8.95,91.259,858.0
BURDUR,GOLHISAR,Cavdar (Dane),   260,12.12,17.39,7.15,55.67,40.25,5.17,9.22,89.801,990.0
BURDUR,KARAMANLI,Cavdar (Dane),   300,11.74,17.1,6.62,52.58,31.42,4.42,9.28,87.948,1161.0
BURDUR,KEMER,Cavdar (Dane),   200,11.64,17.13,6.12,56.67,30.42,3.92,9.18,88.013,1155.0
BURDUR,TEFENNI,Cavdar (Dane),   275,11.63,17.13,6.33,51.92,31.42,4.42,9.28,87.916,1164.0
BURSA,OSMANGAZI,Cavdar (Dane),   200,12.64,17.12,8.3,73.17,74.42,7.08,8.11,99.464,152.0
BURSA,BUYUKORHAN,Cavdar (Dane),   220,11.45,16.88,6.17,68.67,51.83,6.25,8.36,91.895,801.0
BURSA,KELES,Cavdar (Dane),   300,11.3,16.38,6.48,67.67,88.08,8.75,7.8,89.419,1025.0
BURSA,ORHANELI,Cavdar (Dane),   250,12.83,18.01,7.8,69.92,85.92,8.33,7.83,86.354,1311.0
CANAKKALE,MERKEZ,Cavdar (Dane),   326,15.74,19.57,11.96,69.25,57.83,5.33,8.38,101.177,12.0
CANAKKALE,AYVACIK,Cavdar (Dane),   271,15.44,18.76,12.18,66.58,72.0,4.92,9.55,97.733,296.0
CANAKKALE,BAYRAMIC,Cavdar (Dane),   293,14.82,18.42,11.36,70.0,54.0,5.42,8.36,99.585,142.0
CANAKKALE,BIGA,Cavdar (Dane),   260,14.43,18.7,10.29,72.08,59.17,6.0,7.84,101.017,25.0
CANAKKALE,CAN,Cavdar (Dane),   300,13.67,18.34,9.1,73.0,71.17,6.58,7.71,99.743,129.0
CANAKKALE,EZINE,Cavdar (Dane),   300,15.99,20.11,12.0,64.92,55.58,4.58,9.47,100.709,50.0
CANAKKALE,LAPSEKI,Cavdar (Dane),   290,14.82,18.61,11.17,70.42,58.0,5.5,8.12,101.288,3.0
CANAKKALE,YENICE,Cavdar (Dane),   250,14.82,18.61,11.17,70.42,58.0,5.5,8.12,98.223,255.0
CANKIRI,MERKEZ,Cavdar (Dane),   300,11.56,17.37,5.62,55.58,36.92,5.25,9.22,92.322,763.0
CANKIRI,BAYRAMOREN,Cavdar (Dane),   200,8.18,13.67,2.93,68.33,59.33,7.92,7.99,92.007,791.0
CORUM,MERKEZ,Cavdar (Dane),   240,11.18,16.58,6.15,62.58,51.33,6.42,8.33,91.705,818.0
CORUM,ALACA,Cavdar (Dane),   300,10.53,16.27,4.94,62.33,50.75,6.25,8.81,90.582,919.0
CORUM,BAYAT,Cavdar (Dane),   350,12.98,18.79,7.37,54.92,48.33,6.42,8.84,92.683,731.0
CORUM,BOGAZKALE,Cavdar (Dane),   200,9.8,15.64,3.93,57.25,40.75,5.75,9.23,89.201,1045.0
CORUM,ISKILIP,Cavdar (Dane),   200,11.9,17.33,6.84,57.33,44.92,6.25,8.76,94.937,534.0
CORUM,KARGI,Cavdar (Dane),   240,12.16,17.5,7.22,63.0,46.67,6.25,7.84,96.266,420.0
CORUM,MECITOZU,Cavdar (Dane),   280,10.45,15.9,5.36,65.08,54.17,6.67,8.17,91.683,820.0
CORUM,OSMANCIK,Cavdar (Dane),   250,12.27,17.48,7.5,63.42,58.42,7.25,8.11,96.149,430.0
DENIZLI,ACIPAYAM,Cavdar (Dane),   200,14.64,19.99,9.62,53.58,39.83,4.92,9.42,90.649,913.0
DENIZLI,BAKLAN,Cavdar (Dane),   350,13.09,18.72,7.33,52.5,33.92,4.33,9.54,90.417,934.0
DENIZLI,BOZKURT,Cavdar (Dane),   300,14.22,19.47,9.04,53.25,36.33,4.83,9.42,91.248,859.0
DENIZLI,CAL,Cavdar (Dane),   250,14.11,20.09,7.86,51.08,33.92,4.33,9.54,91.348,850.0
DENIZLI,CAMELI,Cavdar (Dane),   220,12.83,18.13,7.65,58.33,61.58,5.92,9.27,85.965,1348.0
DENIZLI,CARDAK,Cavdar (Dane),   375,14.16,19.28,9.27,54.25,36.67,5.08,9.22,90.992,882.0
DENIZLI,KALE,Cavdar (Dane),   200,14.08,19.87,8.18,55.75,47.92,5.0,9.48,89.659,1003.0
DENIZLI,TAVAS,Cavdar (Dane),   350,12.21,17.92,6.28,52.67,42.67,4.83,9.49,90.34,941.0
DIYARBAKIR,KULP,Cavdar (Dane),   180,14.02,19.37,7.68,53.0,94.0,6.58,9.2,89.147,1050.0
EDIRNE,MERKEZ,Cavdar (Dane),   400,14.32,19.83,9.02,64.67,46.17,5.08,8.58,100.439,72.0
EDIRNE,ENEZ,Cavdar (Dane),   300,15.72,19.21,12.29,66.25,57.92,5.0,9.02,101.276,4.0
EDIRNE,HAVSA,Cavdar (Dane),   350,14.38,19.65,9.19,65.08,47.58,5.0,8.62,100.427,73.0
EDIRNE,IPSALA,Cavdar (Dane),   400,15.17,30.02,10.58,65.08,51.08,5.0,8.63,88.681,1093.0
EDIRNE,KESAN,Cavdar (Dane),   300,14.98,19.65,10.47,65.17,57.25,5.33,8.51,99.829,122.0
EDIRNE,LALAPASA,Cavdar (Dane),   400,13.83,18.9,8.84,66.08,45.5,5.08,8.58,100.439,72.0
EDIRNE,MERIC,Cavdar (Dane),   400,14.6,19.5,9.73,65.42,51.75,5.08,8.56,100.955,30.0
EDIRNE,SULOGLU,Cavdar (Dane),   200,13.51,18.41,8.77,67.25,47.83,5.25,8.51,99.525,147.0
EDIRNE,UZUNKOPRU,Cavdar (Dane),   450,14.82,20.08,9.6,64.92,48.75,5.0,8.53,101.202,10.0
ERZINCAN,MERKEZ,Cavdar (Dane),   345,8.98,13.99,3.82,63.5,61.92,7.33,7.79,87.499,1203.0
ERZINCAN,CAYIRLI,Cavdar (Dane),   180,5.54,10.91,0.22,65.58,62.5,7.58,7.6,84.109,1527.0
ERZINCAN,KEMAH,Cavdar (Dane),   175,7.71,12.31,2.82,64.08,87.58,8.08,7.7,89.114,1053.0
ERZINCAN,OTLUKBELI,Cavdar (Dane),   244,5.39,11.27,-0.37,67.33,55.5,7.75,7.49,81.892,1746.0
ERZINCAN,TERCAN,Cavdar (Dane),   250,7.07,12.83,0.97,61.25,46.17,6.25,8.08,85.162,1425.0
ERZURUM,ASKALE,Cavdar (Dane),   200,5.86,11.69,-0.47,63.42,61.58,8.0,7.77,82.736,1662.0
ERZURUM,CAT,Cavdar (Dane),   175,7.04,13.15,1.35,59.42,41.0,6.33,8.26,79.783,1960.0
ERZURUM,HINIS,Cavdar (Dane),   140,7.13,12.75,1.06,60.33,62.17,6.83,8.82,82.183,1717.0
ERZURUM,HORASAN,Cavdar (Dane),   133,7.91,13.99,2.17,59.58,48.75,7.5,8.28,83.802,1557.0
ERZURUM,AZIZIYE,Cavdar (Dane),   250,2.51,8.28,-3.15,64.33,62.08,7.67,8.01,76.561,2298.0
ERZURUM,ISPIR,Cavdar (Dane),   170,5.47,10.28,0.92,71.33,74.42,9.67,7.02,87.745,1180.0
ERZURUM,KOPRUKOY,Cavdar (Dane),   165,6.78,12.9,1.06,60.0,45.92,6.83,8.0,83.201,1616.0
ERZURUM,NARMAN,Cavdar (Dane),   140,5.01,10.55,-0.1,68.17,67.17,8.83,7.33,82.857,1650.0
ERZURUM,OLTU,Cavdar (Dane),   155,5.82,11.13,0.73,67.58,59.75,8.75,7.34,86.734,1275.0
ERZURUM,PASINLER,Cavdar (Dane),   165,6.24,12.42,0.28,62.92,45.92,6.83,8.0,81.753,1760.0
ERZURUM,PAZARYOLU,Cavdar (Dane),   150,5.94,11.01,0.99,68.75,80.0,10.67,6.88,84.438,1495.0
ERZURUM,TEKMAN,Cavdar (Dane),   170,6.34,11.87,1.02,63.83,62.08,7.67,8.01,81.355,1800.0
ERZURUM,TORTUM,Cavdar (Dane),   175,5.27,10.75,0.02,68.08,64.0,8.33,7.36,84.903,1450.0
ERZURUM,PALANDOKEN,Cavdar (Dane),   170,4.96,10.56,-0.47,65.25,57.17,7.75,7.6,79.666,1972.0
ERZURUM,YAKUTIYE,Cavdar (Dane),   190,4.96,10.56,-0.47,65.25,56.33,7.75,7.6,80.241,1913.0
ESKISEHIR,ALPU,Cavdar (Dane),   200,12.09,18.3,6.38,59.0,35.67,4.92,8.66,92.277,767.0
ESKISEHIR,BEYLIKOVA,Cavdar (Dane),   224,12.41,18.56,6.58,57.5,39.67,5.17,8.88,92.333,762.0
ESKISEHIR,CIFTELER,Cavdar (Dane),   260,11.97,18.22,5.98,57.0,32.83,4.75,8.86,91.059,876.0
ESKISEHIR,GUNYUZU,Cavdar (Dane),   260,11.77,17.78,5.73,52.92,35.25,5.17,9.22,90.959,885.0
ESKISEHIR,HAN,Cavdar (Dane),   200,10.99,17.11,5.07,57.75,37.42,5.17,8.88,87.456,1207.0
ESKISEHIR,INONU,Cavdar (Dane),   290,10.51,16.3,5.11,66.42,54.5,7.08,8.02,82.464,1689.0
ESKISEHIR,MAHMUDIYE,Cavdar (Dane),   200,11.8,18.07,5.88,56.58,32.83,4.75,8.86,91.048,877.0
ESKISEHIR,MIHALGAZI,Cavdar (Dane),   200,11.33,17.1,6.0,63.42,45.17,6.33,7.92,97.352,328.0
ESKISEHIR,MIHALICCIK,Cavdar (Dane),   220,10.34,15.96,4.92,57.25,43.75,5.5,9.07,86.207,1325.0
ESKISEHIR,SARICAKAYA,Cavdar (Dane),   225,11.33,17.1,6.0,63.42,45.17,6.33,7.92,98.859,202.0
ESKISEHIR,SEYITGAZI,Cavdar (Dane),   250,10.92,17.01,5.21,60.33,38.58,5.75,8.63,89.725,997.0
ESKISEHIR,SIVRIHISAR,Cavdar (Dane),   260,11.68,17.65,5.91,54.42,34.92,5.08,9.1,88.713,1090.0
ESKISEHIR,ODUNPAZARI,Cavdar (Dane),   260,10.89,17.03,5.21,62.75,37.67,5.42,8.33,91.593,828.0
ESKISEHIR,TEPEBASI,Cavdar (Dane),   250,10.89,17.03,5.21,62.75,37.67,5.42,8.33,91.985,793.0
GIRESUN,ALUCRA,Cavdar (Dane),   200,5.26,10.35,0.04,70.25,50.25,7.17,7.39,84.747,1465.0
GIRESUN,SEBINKARAHISAR,Cavdar (Dane),   185,6.86,12.01,1.68,68.33,51.08,7.08,7.59,85.714,1372.0
GUMUSHANE,MERKEZ,Cavdar (Dane),   165,5.38,10.09,1.56,75.58,84.17,11.0,6.27,87.243,1227.0
GUMUSHANE,KELKIT,Cavdar (Dane),   200,6.51,12.08,0.88,66.25,48.0,7.33,7.22,85.662,1377.0
GUMUSHANE,KOSE,Cavdar (Dane),   140,5.23,10.94,-0.34,67.0,45.42,7.33,7.38,83.465,1590.0
GUMUSHANE,KURTUN,Cavdar (Dane),   165,6.78,11.23,2.5,80.83,138.83,12.83,5.95,93.992,616.0
GUMUSHANE,SIRAN,Cavdar (Dane),   200,7.06,12.21,1.88,69.33,58.0,7.83,6.93,84.83,1457.0
GUMUSHANE,TORUL,Cavdar (Dane),   80,5.52,10.29,0.89,79.67,89.67,10.67,6.21,88.465,1113.0
ISPARTA,MERKEZ,Cavdar (Dane),   250,11.47,16.52,6.37,61.58,64.0,6.08,8.63,89.648,1004.0
ISPARTA,ATABEY,Cavdar (Dane),   200,10.18,15.01,5.33,61.92,55.33,5.83,8.43,89.277,1038.0
ISPARTA,SUTCULER,Cavdar (Dane),   333,11.67,16.95,6.15,61.75,69.67,6.0,9.05,90.087,964.0
ISPARTA,SARKIKARAAGAC,Cavdar (Dane),   200,10.88,15.61,6.09,59.17,46.83,5.83,8.46,87.777,1177.0
ISPARTA,YALVAC,Cavdar (Dane),   260,10.61,15.6,5.73,58.83,44.08,5.83,8.58,88.572,1103.0
MERSIN,ANAMUR,Cavdar (Dane),   210,18.96,22.69,14.89,67.17,71.33,5.5,9.53,100.881,36.0
MERSIN,CAMLIYAYLA,Cavdar (Dane),   240,10.82,15.56,5.68,66.0,102.17,9.5,8.61,87.948,1161.0
MERSIN,ERDEMLI,Cavdar (Dane),   200,16.12,19.57,12.45,72.17,54.17,6.0,9.49,101.251,6.0
MERSIN,GULNAR,Cavdar (Dane),   96,15.16,19.32,11.05,60.08,40.83,3.5,9.89,89.561,1012.0
MERSIN,SILIFKE,Cavdar (Dane),   144,17.88,22.27,13.53,63.67,56.75,6.0,9.32,101.09,19.0
MERSIN,AKDENIZ,Cavdar (Dane),   200,15.97,20.21,11.41,68.17,45.0,3.75,9.53,101.239,7.0
MERSIN,MEZITLI,Cavdar (Dane),   200,18.09,21.1,14.51,70.42,63.0,7.42,9.13,101.127,16.0
MERSIN,TOROSLAR,Cavdar (Dane),   260,15.97,20.21,11.41,68.17,45.0,3.75,9.53,100.427,73.0
MERSIN,YENISEHIR,Cavdar (Dane),   200,15.97,20.21,11.41,68.17,63.0,7.42,9.13,99.428,155.0
IZMIR,BERGAMA,Cavdar (Dane),   300,16.18,21.47,11.19,64.92,54.75,4.92,9.17,100.672,53.0
IZMIR,BEYDAG,Cavdar (Dane),   200,15.82,21.36,10.08,57.67,51.67,4.83,9.5,98.932,196.0
IZMIR,FOCA,Cavdar (Dane),   253,16.99,20.22,13.72,66.5,56.25,4.25,9.9,100.943,31.0
IZMIR,KINIK,Cavdar (Dane),   210,15.27,20.82,10.18,65.5,53.25,4.92,8.8,100.832,40.0
IZMIR,KIRAZ,Cavdar (Dane),   240,16.51,21.82,11.38,59.17,63.33,5.92,9.22,97.614,306.0
KASTAMONU,MERKEZ,Cavdar (Dane),   225,10.28,15.6,5.34,65.33,55.58,7.92,7.9,92.086,784.0
KASTAMONU,ARAC,Cavdar (Dane),   240,9.24,14.57,3.92,66.42,57.25,7.75,7.91,92.785,722.0
KASTAMONU,TASKOPRU,Cavdar (Dane),   100,11.29,16.52,6.32,66.17,51.75,7.5,7.94,94.717,553.0
KASTAMONU,TOSYA,Cavdar (Dane),   150,10.78,15.41,6.44,64.75,65.5,8.17,8.26,91.17,866.0
KAYSERI,KOCASINAN,Cavdar (Dane),   250,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.114,1053.0
KAYSERI,MELIKGAZI,Cavdar (Dane),   250,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.038,1060.0
KAYSERI,AKKISLA,Cavdar (Dane),   300,7.14,13.01,1.17,58.33,38.0,5.58,8.73,85.787,1365.0
KAYSERI,BUNYAN,Cavdar (Dane),   250,8.12,14.05,2.09,59.33,45.92,6.25,8.73,86.238,1322.0
KAYSERI,DEVELI,Cavdar (Dane),   400,8.71,14.28,3.15,55.5,44.0,5.92,8.77,86.967,1253.0
KAYSERI,FELAHIYE,Cavdar (Dane),   200,9.05,15.16,2.77,55.58,39.67,5.42,9.28,86.27,1319.0
KAYSERI,HACILAR,Cavdar (Dane),   160,9.53,15.2,3.76,55.33,47.0,6.17,8.97,85.944,1350.0
KAYSERI,INCESU,Cavdar (Dane),   220,10.67,16.69,4.65,53.25,35.33,5.25,9.18,100.832,40.0
KAYSERI,OZVATAN,Cavdar (Dane),   190,8.8,14.83,2.63,56.42,39.83,5.58,9.01,86.48,1299.0
KAYSERI,PINARBASI,Cavdar (Dane),   240,7.35,12.69,1.9,60.17,40.92,6.08,8.45,84.181,1520.0
KAYSERI,SARIOGLAN,Cavdar (Dane),   200,10.16,16.12,4.13,58.25,39.83,5.67,8.82,88.109,1146.0
KAYSERI,SARIZ,Cavdar (Dane),   225,7.02,11.77,2.19,60.5,49.17,6.5,8.32,83.669,1570.0
KAYSERI,TALAS,Cavdar (Dane),   245,10.31,15.95,4.7,57.5,47.0,6.17,8.97,88.088,1148.0
KAYSERI,TOMARZA,Cavdar (Dane),   300,9.75,15.18,4.22,59.08,46.0,6.08,8.51,86.154,1330.0
KAYSERI,YESILHISAR,Cavdar (Dane),   300,11.02,17.25,4.92,53.75,35.25,5.25,9.32,86.154,1330.0
KIRKLARELI,MERKEZ,Cavdar (Dane),   230,13.44,18.19,8.83,68.92,53.33,5.83,8.21,98.366,243.0
KIRKLARELI,BABAESKI,Cavdar (Dane),   300,14.47,19.62,9.39,66.5,50.0,5.08,8.57,100.586,60.0
KIRKLARELI,DEMIRKOY,Cavdar (Dane),   300,12.19,15.43,8.92,75.0,64.75,6.83,7.58,97.804,290.0
KIRKLARELI,KOFCAZ,Cavdar (Dane),   350,11.97,16.35,7.77,71.92,68.92,7.55,7.55,95.856,455.0
KIRKLARELI,LULEBURGAZ,Cavdar (Dane),   350,14.26,19.23,9.42,67.5,48.42,5.08,8.52,100.955,30.0
KIRKLARELI,PEHLIVANKOY,Cavdar (Dane),   250,14.53,19.77,9.35,66.25,56.25,5.42,8.38,101.017,25.0
KIRKLARELI,PINARHISAR,Cavdar (Dane),   400,13.38,17.96,8.95,70.75,58.83,6.33,7.9,98.847,203.0
